1408	84
1409	36
1410	30
1411	35
1413	34
1414	346
1431	30067
1436	56
1439	38
1440	48
1442	31
1443	184
1444	184
1445	263
1446	57
1447	40
1449	36
1450	51
1451	39
1454	32
1455	38
1456	38
1457	38
1458	30
1459	30
1460	30
1461	85
1463	52
1470	54
1471	57
1472	74
1473	57
1475	41
1480	32
1482	31
1483	31
1485	30
1486	43
1487	57
1488	168
1489	57
1492	48
1495	54
1496	39
1498	2183
1508	29
1517	55
1518	49
1519	57
1520	57
1522	68
1523	71
1524	97
1525	85
1530	87
1531	104
1532	97
1533	97
1537	50
1540	38
1541	57
1543	53
1545	40
1546	71
1549	41
1553	57
1554	57
1556	42
1558	57
1559	37
1560	47
1561	57
1564	36
1565	57
1566	46
1567	32
1569	41
1570	117
1573	48
1575	77
1576	49
1577	242
1578	57
1579	57
1580	41
1581	57
1582	86
1584	54
1589	32
1590	53
1591	38
1592	41
1598	62
1599	43
1600	41
1602	57
1603	70
1604	57
1605	32
1608	56
1609	57
1613	221
1616	57
1618	53
1619	76
1620	33
1621	36
1623	29
1624	29
1625	29
1626	29
1628	29
1629	33
1630	52
1631	31
1633	41
1634	44
1635	57
1636	49
1637	64
1638	105
1642	8553
1648	39
1650	57
1651	52
1652	57
1653	44
1654	59
1655	30
1656	45
1657	69
1658	32
1659	57
1661	57
1662	64
1663	57
1665	57
1666	48
1667	57
1668	63
1669	40
1674	50
1675	141
1677	59
1678	96
1679	63
1686	57
1688	46
1693	30
1697	46
1698	47
1699	96
1700	29
1701	68
1702	75
1707	53
1708	98
1709	4187
1710	162
1713	4829
1716	39
1718	38
1719	50
1720	57
1721	49
1723	57
1726	57
1730	36
1731	57
1732	50
1735	4320
1736	46
1737	46
1739	35
1740	135
1741	51
1742	2754
1743	36
1744	54
1746	72
1748	29
1749	33
1750	29
1751	42
1752	40
1754	57
1756	177
1758	534
1759	3813
1761	4739
1772	31
1773	57
1774	57
1775	72
1776	57
1777	57
1778	141
1781	57
1782	55
1784	56
1785	46
1787	32
1789	36
1796	36
1797	33
1799	49
1801	43
1802	57
1804	63
1805	30
1806	28465
1808	33
1809	44
1812	32
1813	57
1815	31
1816	29
1817	84
1818	125
1819	129
1820	77
1822	30
1823	32
1824	32
1826	39
1827	33
1829	57
1830	56
1831	44
1832	57
1833	58
1835	37
1836	57
1839	30
1845	43
1846	32
1848	99
1849	57
1850	57
1851	57
1853	82
1855	119
1856	267
1867	36
1868	40
1871	58
1872	39
1873	29
1875	57
1876	57
1877	57
1878	47
1882	12253
1889	30972
1893	35
1895	29
1896	38
1897	36
1898	59
1899	57
1900	57
1902	57
1903	103
1904	124
1906	79
1907	196
1910	69
1912	52
1914	36
1915	57
1916	42
1917	57
1918	68
1919	35
1920	50
1921	57
1923	77
1925	86
1928	40
1930	30
1931	57
1932	130
1933	54
1934	29
1935	30
1936	29
1937	53
1939	45
1941	52
1942	42
1943	71
1944	57
1945	51
1946	41
1949	49
1950	210
1951	32
1953	46
1954	57
1955	76
1956	66
1958	147
1962	46
1964	30
1966	49
1967	56
1969	57
1970	57
1971	57
1972	42
1973	77
1974	30
1976	36
1978	181
1979	54
1980	85
1988	1139
1990	60
1991	57
1992	30
1993	57
1995	54
1996	30
1999	46
2000	129
2001	57
2004	33
2006	34
2008	45
2009	57
2010	32
2012	33
2013	39
2014	30
2015	49
2016	57
2018	60
2019	31
2020	45
2022	74
2023	57
2024	86
2025	31
2026	41
2027	134
2029	48
2030	49
2032	33
2033	87
2036	65
2037	54
2038	45
2041	1012
2042	37
2044	31
2045	210
2046	94
2047	74
2048	48
2049	31
2051	76
2052	57
2053	39
2055	31
2056	47
2057	29
2060	67
2061	41
2062	114
2064	57
2065	102
2067	53
2068	57
2069	77
2074	40
2075	91
2078	59
2080	29
2082	30
2083	32
2085	57
2088	91
2091	88
2092	29
2093	40
2095	2071
2098	59
2102	29
2103	32
2104	80
2105	57
2107	3144
2108	57
2109	59
2110	29
2111	41
2116	130
2120	3865
2121	1942
2122	8351
2133	52
2134	32
2139	147
2140	57
2141	63
2142	40
2143	60
2147	57
2153	30
2155	40
2156	35
2165	36
2167	68
2168	38
2169	68
2170	38
2171	54
2173	143
2174	85
2188	30
2191	65
2192	29
2194	57
2198	57
2203	31
2204	39
2205	57
2207	60
2208	41
2209	57
2212	29
2215	166
2216	57
2217	41
2218	33
2220	48
2221	56
2226	34
2227	64
2228	51
2229	78
2230	64
2234	150
2241	13726
2252	29
2253	29
2255	31
2256	35
2257	49
2259	52
2260	49
2261	57
2262	36
2263	57
2264	55
2267	59
2268	48
2269	57
2270	53
2271	57
2272	66
2274	174
2275	213
2276	29
2280	36
2281	38
2282	30
2283	39
2284	53
2286	32
2288	82
2289	64
2290	45
2292	105
2293	35
2297	174
2298	92
2299	54
2301	47
2302	57
2305	81
2306	52
2307	33
2311	35
2312	58
2315	50
2316	116
2317	29
2318	116
2319	57
2321	29
2322	32
2324	29
2327	66
2328	35
2329	29
2338	32
2339	175
2340	327
2341	116
2342	29
2344	327
2345	29
2346	57
2347	41
2348	32
2349	34
2350	39
2351	32
2352	57
2354	30
2356	32
2357	42
2358	41
2359	57
2362	54
2363	36
2364	120
2365	95
2366	84
2367	57
2368	91
2369	88
2373	32
2374	38
2376	63
2377	57
2378	57
2379	52
2380	44
2381	78
2382	82
2386	57
2387	45
2388	35
2389	38
2390	36
2391	33
2392	38
2393	37
2394	50
2398	67
2400	42
2401	29
2403	31
2404	29
2405	31
2406	29
2407	29
2409	38
2410	35
2414	35
2415	57
2416	42
2418	57
2419	36
2423	31
2425	50
2426	107
2429	57
2430	75
2432	63
2433	46
2436	107
2439	78
2440	89
2443	34
2448	39
2449	46
2450	1216
2451	115
2452	42
2453	170
2457	199
2458	75
2459	33
2460	82
2461	35
2463	30
2464	74
2466	52
2468	36
2469	37
2470	79
2471	32
2475	31
2477	32
2478	57
2479	86
2480	190
2484	31
2486	55
2488	106
2490	31
2496	29
2498	44
2499	57
2500	33
2503	54
2504	77
2505	31
2506	40
2507	43
2508	30
2510	35
2511	57
2512	261
2513	72
2515	39
2516	31
2522	210
2523	55
2524	29
2525	33
2528	43
2530	57
2531	37
2533	57
2534	57
2537	61
2540	42
2542	33
2544	35
2547	34
2548	57
2550	50
2551	29
2552	57
2553	29
2555	53
2557	48
2559	124
2560	30
2563	51
2567	70
2568	34
2569	61
2570	71
2576	3189
2590	31
2593	29
2594	114
2595	39
2596	176
2597	55
2600	8732
2606	33
2608	49
2609	32
2610	41
2616	82
2617	36
2619	33
2620	57
2621	195
2622	88
2623	57
2624	30
2625	43
2627	57
2628	42
2630	40
2631	34
2633	36
2634	42
2635	57
2639	35
2640	62
2641	49
2644	29
2645	39
2648	32
2649	69
2651	57
2652	55
2653	75
2654	50
2655	368
2656	38
2657	57
2659	80
2660	30
2662	57
2664	76
2665	33
2668	56
2669	47
2672	57
2673	36
2674	53
2678	105
2679	94
2680	32
2685	64
2690	32
2691	33
2695	200
2696	30
2698	43
2700	30
2701	43
2702	51
2703	35
2704	154
2705	57
2707	52
2708	34
2710	57
2712	40
2714	68
2715	57
2716	50
2717	77
2719	57
2720	31
2721	111
2722	195
2723	49
2724	57
2725	29
2726	35
2727	57
2731	73
2732	32
2740	31
2741	57
2743	126
2744	84
2745	55
2747	29
2748	57
2749	31
2752	57
2753	32
2755	39
2757	47
2758	46
2759	34
2760	57
2761	49
2764	59
2767	57
2770	50
2771	78
2772	33
2776	43
2778	74
2779	31
2780	37
2781	49
2785	57
2786	39
2788	38
2790	30
2791	111
2793	46
2794	57
2795	72
2796	33
2799	39
2801	60
2802	64
2803	50
2804	57
2805	68
2806	57
2807	57
2808	38
2809	35
2810	39
2811	57
2813	31
2814	111
2818	31
2819	57
2822	39
2825	33
2826	89
2827	32
2828	30
2829	30
2830	57
2832	29
2833	57
2834	29
2835	32
2837	42
2839	50
2840	97
2843	13658
2850	15291
2852	24968
2856	30
2858	40
2860	32
2861	57
2863	57
2864	57
2865	57
2866	57
2869	44
2870	49
2871	66
2872	80
2873	95
2876	124
2877	184
2880	1781
2884	32
2885	58
2887	56
2888	57
2889	57
2890	57
2892	57
2894	45
2895	34
2896	57
2899	90
2900	34
2902	36
2903	36
2904	31
2905	72
2906	40
2908	79
2909	74
2910	617
2911	46
2912	36
2916	57
2917	59
2918	30
2919	83
2923	72
2924	65
2925	56
2927	36
2929	63
2930	144
2931	42
2932	30
2934	81
2936	956
2940	32538
2943	16711
2946	29667
2949	75
2950	237
2951	184
2954	197
2955	132
2957	466
2958	185
2959	619
2960	116
2961	380
2963	331
2964	256
2966	281
2967	175
2969	176
2970	428
2972	15116
2973	261
2974	3966
2975	7001
2976	27148
2977	7954
2978	90347
2979	17207
2980	1282
2981	106785
2982	39149
2983	28947
2984	40341
2985	6801
2986	90816
2987	25507
2988	716
2989	48083
2990	19591
2991	2049
2992	1653
2993	26720
2994	19672
2995	16924
2996	44819
2997	149654
2998	100629
2999	97805
3000	1888
3001	22034
3002	59340
3003	35298
3004	31836
3005	48524
3006	109350
3007	58925
3008	63458
3009	399
3010	3076
3011	63932
3012	824
3013	11162
3014	41518
3015	2601
3016	3754
3017	7037
3018	9256
3019	23446
3020	12953
3021	143299
3022	47538
3023	22222
3024	92482
3025	138857
3026	1620
3027	275275
3028	1889
3029	54306
3031	39807
3032	17789
3033	1330
3034	1380
3035	13024
3036	100104
3037	109751
3038	66317
3039	11573
3040	117192
3041	11261
3042	9993
3043	39223
3044	118521
3045	95845
3046	14203
3047	54760
3048	55389
3049	64482
3050	25098
3051	2241
3053	5960
3054	19813
3055	28601
3056	27182
3057	3178
3059	68680
3060	157768
3061	110260
3062	50691
3063	4517
3064	8375
3065	111833
3066	2984
3067	1992
3068	72717
3069	1775
3072	73716
3073	105087
3075	4517
3076	51652
3077	94833
3078	887
3079	1763
3080	5029
3081	4020
3082	4986
3083	15022
3084	3942
3085	71849
3086	30775
3089	2586
3090	887
3091	3769
3092	3888
3093	4042
3094	68596
3095	59959
3096	46955
3097	74816
3098	49442
3099	19312
3100	1909
3101	2837
3102	1616
3103	4872
3104	2837
3105	6383
3106	12778
3107	2427
3108	181813
3109	122263
3110	15632
3111	13962
